Codi_centre;Denominació_completa;Adreça;Telèfon;E-mail_centre;Nom_municipi;Nom_comarca;Codi_SSTT
8008930;FEP Sant Ramon;c. Lluís Borrassà, 12-18;933132665;a8008930@xtec.cat;Polinyà;;172001
8008981;Sant Ramon Nonat-Sagrat Cor;c. Marina, 333;933052201;a8008981@xtec.cat;Lliçà d'Amunt;;172018
8009016;FEP Santa Teresa de Lisieux;c. Ribes, 65;934364051;a8009016@xtec.cat;Pontons;;172023
8009156;Sant Miquel;c. Sant Joan de Malta, 44;932312606;a8009156@xtec.cat;Vallgorguina;;172039
8009171;Pare Manyanet;c. Mare de Déu de Lorda, 3-5;933004265;a8009171@xtec.cat;Sant Quintí de Mediona;;172044
8009235;IPSI;c. Provençals, 9;932744195;a8009235@xtec.cat;Sant Hipòlit de Voltregà;;172057
8009247;Escola Arc Iris;c. València, 680;933031103;a8009247@xtec.cat;Vallromanes;;172076
8009260;FEDAC-Horta;c. Cardenal Reig, 16;933516011;a8009260@xtec.cat;Les Cabanyes;;172082
8009430;La Salle Horta;c. Collblanc, 72;933344020;a8009430@xtec.cat;Els Hostalets de Pierola;;172095
8009454;Guinardó;c. Collblanc, 86;933339972;a8009454@xtec.cat;Mura;;172109
8009466;Regina Carmeli;ptge. de Xile, 13-15;934490570;a8009466@xtec.cat;Castellfollit del Boix;;172116
8009491;Nou Patufet;c. Déu i Mata, 67;934490529;a8009491@xtec.cat;Dosrius;;172137
8009508;Grimm;c. Rosselló, 175;934309318;a8009508@xtec.cat;El Pont de Vilomara i Rocafort;;172142
8009636;Princesa Margarita;Travessera de les Corts, 331;934104005;a8009636@xtec.cat;Castellnou de Bages;;172155
8009673;Escola del Mar;c. Comte Borrell, 243-249;934396700;a8009673@xtec.cat;Muntanyola;;172168
8009697;Immaculada Concepció;c. Arc de Sant Martí, 78;933235014;a8009697@xtec.cat;Fogars de la Selva;;172174
8009776;Escola Parc del Guinardó;c. Campoamor, 49;934362617;a8009776@xtec.cat;Sant Martí de Centelles;;172180
8009806;Santa Teresa de Jesús;c. Doctor Letamendi, 63;934275496;a8009806@xtec.cat;Sant Quirze Safaja;;172214
8009934;Vedruna Immaculada Barcelona;c. Doctor Valls, 11;934271500;a8009934@xtec.cat;Collsuspina;;172229
8009971;Sagrada Família-Horta;c. Eduard Toda, 37;934353940;a8009971@xtec.cat;Rellinars;;172235
8009995;Palcam;c. Bruniquer, 25-27;934278371;a8009995@xtec.cat;Folgueroles;;172240
8010006;Claret;c. Sant Quintí, 19;932856327;a8010006@xtec.cat;Olivella;;172253
8010031;Mare de Déu del Coll;pg. Font d'En Fargues, 15-17;934366162;a8010031@xtec.cat;Torrelles de Llobregat;;172266
8010055;Abat Oliba-Spínola;c. Gènova, 12;934290313;a8010055@xtec.cat;Balsareny;;172272
8010146;Magòria;c. Granollers, 28;934364751;a8010146@xtec.cat;Balenyà;;172288
8010171;Molina;c. Garriga i Roca, s/n;934295537;a8010171@xtec.cat;Avinyó;;172305
8010201;Escola Ignasi Iglésias;c. Llobregós, 130-132;934368637;a8010201@xtec.cat;Les Masies de Roda;;172327
8010304;La Salle Barceloneta;c. Dos de Maig, 247-251;933576615;a8010304@xtec.cat;Òdena;;172333
8010341;Piaget;c. Peris Mencheta, 26-46;932463200;a8010341@xtec.cat;Sora;;172348
8010432;Adela de Trenquelleón;c. Rosalía de Castro, 30-34;933570208;a8010432@xtec.cat;Agullana;;179011
8010468;Aspace;av. Sant Antoni Maria Claret, 49;934359749;a8010468@xtec.cat;Aiguaviva;;179026
8010501;Inst. Pedagogia Terapèut. Jeroni de Moragas;c. Santuari, 28-30;932081830;a8010501@xtec.cat;Albons;;179032
8010547;Pedralbes;av. Mare de Déu de Montserrat, 86;932846543;a8010547@xtec.cat;El Far d'Empordà;;DE06
8010641;Sant Joan Bosco;c. Santa Dorotea, 5;934554680;a8010641@xtec.cat;Alp;;250024
8010821;Sants Innocents;c. Lorena, 65-71;934236574;a8010821@xtec.cat;Amer;;250030
8010882;Gravi;pg. Torras i Bages, 108;933533810;a8010882@xtec.cat;Sant Julià del Llor i Bonmatí;;250045
8010912;Aspasim;c. Balboa, 18-20;933451820;a8010912@xtec.cat;Anglès;;250061
8010961;Asunción de Nuestra Señora;c. Llobregós, 194;933195475;a8010961@xtec.cat;Arbúcies;;250077
8011096;FEP Aprenents EE;av. Guipúscoa, 24;934296102;a8011096@xtec.cat;L'Armentera;;250083
8011199;Escola Pia Balmes;Parc de Montjuïc (Tres Pins, s/n);933074850;a8011199@xtec.cat;Avinyonet de Puigventós;;250096
8011266;Frederic Mistral-Tècnic Eulàlia;c. Panamà, 18;933258300;a8011266@xtec.cat;Begur;;250100
8011281;Institut Anna Gironella de Mundet;c. Casa Mora, 7;932038702;a8011281@xtec.cat;Banyoles;;250117
8011291;LLI privada Kasperle;pg. Vall d'Hebron, 258-260;932037730;a8011291@xtec.cat;Bàscara;;250122
8011394;FEP Nostra Senyora de Montserrat EE;c. Cardenal Tedeschini, 29 bis;934280250;a8011394@xtec.cat;Bellcaire d'Empordà;;250138
8011424;Institut Montjuïc;av. Vallcarca, 258;933408192;a8011424@xtec.cat;Bescanó;;250143
8011448;Institut Joan d'Àustria;c. Mont d'Orsà, 22-24;932111183;a8011448@xtec.cat;La Bisbal d'Empordà;;250156
8011451;Institut Jaume Balmes;rbla. del Poblenou, 94-96;934068409;a8011451@xtec.cat;Blanes;;250169
8011606;Institut Moisès Broggi;c. Saldes, 3;933000931;a8011606@xtec.cat;Bordils;;250194
8011643;Institut Sants;c. Balmes, 208;932116642;a8011643@xtec.cat;Borrassà;;250208
8011941;Institut Infanta Isabel d'Aragó;c. Lluís Muntadas, 3-5-7;932178612;a8011941@xtec.cat;Boadella i les Escaules;;250215
8012027;Institut Poeta Maragall;pg. Vall d'Hebron, s/n;932118954;a8012027@xtec.cat;Caldes de Malavella;;250220
8012714;Institut Bernat Metge;c. Gran de Gràcia, 97;934280292;a8012714@xtec.cat;Calonge i Sant Antoni;;250236
8012970;Institut Milà i Fontanals;c. Bronze, 18-20;932370572;a8012970@xtec.cat;Campdevànol;;250273
8013071;Institut Montserrat;c. Cisell, 19;933312088;a8013071@xtec.cat;Camprodon;;250292
8013093;Institut Narcís Monturiol;c. Selva de Mar, 211;932230221;a8013093@xtec.cat;Capmany;;250334
8013101;Institut Menéndez y Pelayo;c. Pau Claris, 121;933073402;a8013101@xtec.cat;Cassà de la Selva;;250349
8013111;Institut Verdaguer;c. Sant Quintí, 32-50;934870301;a8013111@xtec.cat;Castellfollit de la Roca;;250352
8013135;Institut Escola del Treball;c. Dolors Batlle i Sunyer, 9-13;934368903;a8013135@xtec.cat;Castelló d'Empúries;;250365
8013147;A. Hospitalària Sant Joan de Déu-Hospital Sant Joan de Déu;pl. d'Angeleta Ferrer, 1;934902466;a8013147@xtec.cat;Castell-Platja d'Aro;;250371
8013159;EA Llotja;c. Provença, 187;933073413;a8013159@xtec.cat;Celrà;;250387
8013160;CEE Municipal Vil·la Joana;c. Menorca, 55;934534782;a8013160@xtec.cat;Cervià de Ter;;250404
8013184;Institut Nou Barris;pl. Josep Ma. Folch i Torres, s/n;933149611;a8013184@xtec.cat;Cistella;;250411
8013196;Escola Barcelona;c. Copèrnic, 84;934417958;a8013196@xtec.cat;Colera;;250426
8013202;Escola Poble-sec;c. Harmonia, s/n;932004913;a8013202@xtec.cat;Cornellà del Terri;;250463
8013214;Escola Pegaso;Via Augusta, 140;934283017;a8013214@xtec.cat;Corçà;;250479
8013226;Institut Rambla Prim;Parc de la Ciutadella, s/n;932002755;a8013226@xtec.cat;Cruïlles, Monells i Sant Sadurní de l'He;;250485
8013238;Institut Barri Besòs;c. Comte d'Urgell, 187;933195733;a8013238@xtec.cat;Darnius;;250498
8013275;Aula Escuela Europea;ctra. d'Esplugues, s/n;934309200;a8013275@xtec.cat;L'Escala;;250501
8013317;FEP La Sagrera EE;c. Ciutat de Balaguer, 17;932804000;a8013317@xtec.cat;Espolla;;250523
8013329;Súnion;c. Major del Rectoret, 2-16;934181720;a8013329@xtec.cat;Esponellà;;250539
8013354;Granés;c. Badosa, 10-14;932046412;a8013354@xtec.cat;Figueres;;250557
8013366;Joan Pelegrí;c. Joan Güell, 126;933507666;a8013366@xtec.cat;Flaçà;;250560
8013408;Castro  de la Peña;pg. de l'Exposició, 1-3;933300650;a8013408@xtec.cat;Fornells de la Selva;;250582
8013411;Prat;c. Dublin, 5-15;934416807;a8013411@xtec.cat;Fortià;;250609
8013457;CEE La Ginesta;c. Cristòbal de Moura, 223;933409150;a8013457@xtec.cat;Garrigàs;;250621
8013469;FEP Mare de Déu de Montserrat EE;c. Pujadas, 397;933079960;a8013469@xtec.cat;Garriguella;;250674
8013470;Estimia;av. Mare de Déu de Lorda, 34-36;933080102;a8013470@xtec.cat;Ger;;250680
8013500;Closa;c. Badajoz, 130;932030354;a8013500@xtec.cat;Girona;;250693
8013585;Institut Ferran Tallada;av. República Argentina, 85-89;933003842;a8013585@xtec.cat;Hostalric;;250707
8013603;AF Centre d'estudis;ptge. de la Concepció, 15;934051224;a8013603@xtec.cat;La Jonquera;;250729
8013627;Guru;c. Consell de Cent,14;932155441;a8013627@xtec.cat;Lladó;;250735
8013640;Ites-Ciape;rbla. Volart, 81;934316200;a8013640@xtec.cat;Llagostera;;250740
8013706;Institut Josep Serrat i Bonastre;c. Roger de Llúria, 97;934368827;a8013706@xtec.cat;Llanars;;250766
8013767;Institut Caterina Albert;pg. de la Vall d'Hebron, 171;932155852;a8013767@xtec.cat;Llançà;;250788
8013901;Sopeña Barcelona;c. Varsòvia, 162-164;934022857;a8013901@xtec.cat;Llers;;250791
8014012;Escola Professional Salesiana;c. Anglí, 50;934557625;a8014012@xtec.cat;Llívia;;250812
8014051;Aloma;c. Emili Roca, 22;932042269;a8014051@xtec.cat;Lloret de Mar;;250851
8014097;Institut Mare de Déu de la Mercè;c. Gran Vista, 54;933493939;a8014097@xtec.cat;Maçanet de Cabrenys;;250925
8014115;FEP Mare de Déu del Roser;c. Fontanella, 19;933577614;a8014115@xtec.cat;Maçanet de la Selva;;250931
8014139;Escola Sant Cristòfor;c. Bisbe Català, 38;933189335;a8014139@xtec.cat;Sant Julià de Ramis;;250946
8014140;Sant Lluís de Pla i Amell Bosch;c. Bailèn, 34-36;932037882;a8014140@xtec.cat;Mieres;;250962
8014176;Escola Sant Joan;c. Marquès de Santa Anna, 4;932328993;a8014176@xtec.cat;Montagut i Oix;;250978
8014188;Vedruna Berga Secundària;c. Rogent, 51;932174142;a8014188@xtec.cat;Mont-ras;;250997
8014206;Vedruna Berga;c. Violant d'Hongria, 39-49;934350126;a8014206@xtec.cat;Navata;;251018
8014255;Escola de la Valldan;pg. Sant Joan Bosco, 42;933390544;a8014255@xtec.cat;Olot;;251023
8014279;Escola Santa Eulàlia;ctra. d'Esplugues, 62-70;932031100;a8014279@xtec.cat;Ordis;;251039
8014310;Institut Guillem de Berguedà;c. Torrent de Can Piquer, 21;932046312;a8014310@xtec.cat;Osor;;251044
8014358;Escola de Borredà - ZER Berguedà Centre;c. Motors, 122-130;934087625;a8014358@xtec.cat;Palafrugell;;251057
8014401;Escola El Bruc;av. Rectoret, s/n;932232566;a8014401@xtec.cat;Palamós;;251095
8014449;Escola Les Oliveres - ZER Serra d'Ancosa;c. Jacint Verdaguer, 2;934069417;a8014449@xtec.cat;Palau-saverdera;;251109
8014589;Sant Feliu;c. Sant Climent, s/n;936390748;a8014589@xtec.cat;Pals;;251121
8014590;Escola L'Olivera;c. Roca de la Pila, s/n;936390011;a8014590@xtec.cat;Pau;;251137
8014620;Escola Alta Segarra;pg. Lladó, s/n;938211083;a8014620@xtec.cat;La Pera;;251142
8014644;Escola Sagrada Família;c. Cervantes, 34;674277026;a8014644@xtec.cat;Peralada;;251180
8014656;Escola Pia de Caldes de Montbui;pl. Major, s/n;938210186;a8014656@xtec.cat;Les Planes d'Hostoles;;251193
8014668;Escola El Farell;c. Olvan, s/n;938222022;a8014668@xtec.cat;Planoles;;251207
8014681;Escola Anton Busquets i Punset - ZER El Moianès Ponent;Camí de Pedret, 2;938211446;a8014681@xtec.cat;Pont de Molins;;251229
8014693;Escola La Minerva;Camí de Can Badell, s/n;938210618;a8014693@xtec.cat;Porqueres;;251253
8014747;Escola Pia de Calella;camí de la Coma, s/n;938656104;a8014747@xtec.cat;Portbou;;251305
8014796;Escola El Far;c. Bruc del Mig, 106;938239000;a8014796@xtec.cat;El Port de la Selva;;251312
8014814;Institut Bisbe Sivilla;c. de Sant Jaume, s/n;937710189;a8014814@xtec.cat;Puigcerdà;;251327
8014841;Escola Sant Marc;pl. de l'Església, 4;937749342;a8014841@xtec.cat;Quart;;251333
8014887;L'Estel;av. de les Escoles, 20;937590099;a8014887@xtec.cat;Riells i Viabrea;;251348
8014905;Escola Joventut;c. Pius Forn, 1;937508060;a8014905@xtec.cat;Ripoll;;251351
8014929;Escola L'Alzinar - ZER Baix Montseny;c. Major, 50;938698296;a8014929@xtec.cat;Riudarenes;;251370
8015004;FEDAC-Yglesias;c. Pare Poch, 15;937911552;a8015004@xtec.cat;Riudaura;;251386
8015041;FEDAC-Canet;Zona Esportiva, s/n;938650333;a8015041@xtec.cat;Riudellots de la Selva;;251410
8015077;Escola Misericòrdia;pl. de l'Era  de Cal Feliu, s/n;938650373;a8015077@xtec.cat;Roses;;251425
8015107;Escola Jacint Verdaguer;c. Jovara, 39;938309276;a8015107@xtec.cat;Salt;;251431
8015119;Escola l'Estelada;c. Sant Pere, 142-150;937691667;a8015119@xtec.cat;Sant Climent Sescebes;;251459
8015120;Escola Sant Nicolau;c. Valldebanador, 39;937690455;a8015120@xtec.cat;Sant Feliu de Guíxols;;251500
8015144;Escola Marquès de la Pobla;c. Joan Fuster, s/n;937692414;a8015144@xtec.cat;Sant Feliu de Pallerols;;251522
8015171;Escola Ramon Macip - Dolors Granés;c. Jaume I El Conqueridor,19-ap.corr.118;937661201;a8015171@xtec.cat;Sant Gregori;;251538
8015193;Vedruna Cardona;c. Anselm Clavé, s/n;938862793;a8015193@xtec.cat;Sant Hilari Sacalm;;251543
8015201;Escola Patrocini;c. de la Font, s/n;938863355;a8015201@xtec.cat;Sant Jaume de Llierca;;251569
8015247;Escola Joan de Palà - ZER El Cardener;c. Eusebi Golart, 13;938360168;a8015247@xtec.cat;Sant Jordi Desvalls;;251575
8015259;Escola Serra de Coll-Bas;c. Vall, 12;938475031;a8015259@xtec.cat;Vallfogona de Ripollès;;251581
8015272;Escola Princesa Làscaris;av. Àngel Planet, s/n;937940795;a8015272@xtec.cat;Sant Miquel de Fluvià;;251641
8015296;El Casal;av. Canovelles, 125;937940790;a8015296@xtec.cat;Sant Pau de Segúries;;251689
8015302;FEDAC-Castellar;Can Casademunt (Masia);937941887;a8015302@xtec.cat;Sant Pere Pescador;;251692
8015351;Escola Jaume Balmes;Camí de Romanguer, 80;938492049;a8015351@xtec.cat;Santa Coloma de Farners;;251706
8015375;Escola La Popa;c. Divina Pastora, 6;935851455;a8015375@xtec.cat;Santa Cristina d'Aro;;251728
8015399;Escola Els Pins;pg. Miquel i Mas, 19;938188880;a8015399@xtec.cat;Santa Pau;;251749
8015429;Frangoal;c. Ramon Llull, 7;938010182;a8015429@xtec.cat;Sant Joan les Fonts;;251765
8015430;La Ginesta;av. Mare de Déu del Carme, s/n;938011109;a8015430@xtec.cat;Sarrià de Ter;;251771
8015454;The British School of Barcelona;c. Ramon Puig i de Molins, 2;938461752;a8015454@xtec.cat;Saus, Camallera i Llampaies;;251804
8015545;Escola Montanyans;c. Bisbe Guix, s/n;938692876;a8015545@xtec.cat;La Cellera de Ter;;251811
8015582;Escola Sant Roc - ZER Vent d'Avall;Camí del Mas, s/n;938691829;a8015582@xtec.cat;Serinyà;;251826
8015612;Escola Sant Miquel;c. Bisbe Comellas, 65;938692185;a8015612@xtec.cat;Sils;;251898
8015648;Escola Les Passeres - ZER Tres Branques;c. Forn del Raig, 37;938080208;a8015648@xtec.cat;Torroella de Montgrí;;251919
8015651;Escola El Castellot;pg. de Tolrà, 2;938234100;a8015651@xtec.cat;Tortellà;;251924
8015697;Escola Ildefons Cerdà;av. Pare Claret, 18;937146751;a8015697@xtec.cat;Tossa de Mar;;251945
8015703;Vedruna Sagrats Cors Centelles;c. Pau Casals, 20;937145385;a8015703@xtec.cat;Ullà;;251977
8015806;Escola Santa Maria de Cervelló;c. Major, 20;938340235;a8015806@xtec.cat;Ullastret;;252000
8015821;Escola El Solell;ptge. Ferrocarrils, 266;937720834;a8015821@xtec.cat;La Vall d'en Bas;;252043
8015831;Escola Quatre Vents - ZER Vent d'Avall;c. Habana Vieja, 12;938666131;a8015831@xtec.cat;Ventalló;;252056
8015843;Escola Dolors Almeda;c. General Castaños, 28;936656353;a8015843@xtec.cat;Vidrà;;252069
8015855;Escola Anselm Clavé;av. 301, 41;936654656;a8015855@xtec.cat;Vidreres;;252108
8015867;Escola Montserrat;c. Noguera, 18;936650891;a8015867@xtec.cat;Vilabertran;;252115
8015879;Escola Sant Ildefons;c. Ginesta, 26;936652993;a8015879@xtec.cat;Vilablareix;;252120
8015880;Escola Abat Oliba;c. La Muralla, 1;936643102;a8015880@xtec.cat;Viladamat;;252167
8015892;El Pilar;c. Montserrat, 17-19;936651584;a8015892@xtec.cat;Vilademuls;;252173
8015961;Sant Antoni Maria Claret;c. Major, 10;936654052;a8015961@xtec.cat;Viladrau;;252189
8016033;Betània;c. Renaixença, s/n;938918486;a8016033@xtec.cat;Vilafant;;252192
8016082;Santa Eulàlia;Rda. de la Font, s/n;938693011;a8016082@xtec.cat;Vilajuïga;;252206
8016094;Escola Antoni Gaudí;c. dels Esports, 1;938330500;a8016094@xtec.cat;Vilallonga de Ter;;252228
8016136;Institut Esteve Terradas i Illa;c. de les Escoles, 3;938084033;a8016136@xtec.cat;Vilamacolum;;252234
8016161;Institut Francesc Macià;av. Pere Barnils, s/n;938918301;a8016161@xtec.cat;Vilamalla;;252249
8016173;Escola Josep Andreu - Charlie Rivel;c. Hospital, 11;937751460;a8016173@xtec.cat;Vilanant;;252252
8016185;Escola Mare de Déu de la Muntanya;c. Barons de Cervelló, s/n;938810804;a8016185@xtec.cat;Vilobí d'Onyar;;252265
8016203;El Puig;c. Alberes, s/n;938810261;a8016203@xtec.cat;Biure;;252287
8016240;Estel;c. Vilanova, 3;936600599;a8016240@xtec.cat;Fontcoberta;;252304
8016264;Escola Taquígraf Garriga;c. Sant Jordi, 27;936720150;a8016264@xtec.cat;Bolvir;;252311
8016291;Escola Isidre Martí;c. Baltasar Oriol, 66;938090142;a8016291@xtec.cat;Ogassa;;252326
8016331;Utmar;rbla. Anselm Clavé, 1;936501704;a8016331@xtec.cat;Argelaguer;;252332
8016367;Nazaret;av. Salvador Allende, 14-16;933770505;a8016367@xtec.cat;Les Preses;;252385
8016380;Escola Gras i Soler;av. Línia Elèctrica, 2-4;933774343;a8016380@xtec.cat;Cadaqués;;252402
8016392;Escola Matilde Orduña;av. Sant Ildefons, 24;933766079;a8016392@xtec.cat;Breda;;252424
8016409;Institut Severo Ochoa;c. Sorral del Riu, 3;933755000;a8016409@xtec.cat;Albanyà;;252445
8016410;Institut Joanot Martorell;c. Cristòfol Llargués, 18;933760245;a8016410@xtec.cat;Verges;;252483
8016422;Escola Agrupació Sant Jordi;c. Manuel Mariné, 11;933774378;a8016422@xtec.cat;La Vall de Bianya;;252496
8016461;Escola Font-rúbia;c. Bonavista, 39;933760949;a8016461@xtec.cat;Vall-llobrega;;252509
8016501;Escola Joan Sanpera i Torras;c. Dr. Carulla, 23;933761949;a8016501@xtec.cat;Cabanes;;252516
8016513;Escola Puiggraciós;av. Miranda, 50;933751102;a8016513@xtec.cat;Sant Feliu de Buixalleu;;252521
8016628;Sant Lluís Gonçaga;av. Parc de Can Mercader,6;933770137;a8016628@xtec.cat;Forallac;;252537
8016689;Escola Salvador Lluch;c. Pius XII, s/n;933751402;a8016689@xtec.cat;Sant Joan de les Abadesses;;252542
8016744;Escola Jacme March;c. Bonavista, 70;933774348;a8016744@xtec.cat;Parlavà;;252555
8016771;Inmaculada Concepción;c. Joan Maragall, 42;933774293;a8016771@xtec.cat;Besalú;;259025
8016781;Lycée Français de Gavà - Bon Soleil;pg .Vilanova, 37-39;933771100;a8016781@xtec.cat;Ribes de Freser;;259059
8016793;San Pedro;pl. de Santa Anna, s/n;934801509;a8016793@xtec.cat;Riumors;;259078
8016811;Santo Ángel;c. Baix, 20-24;938950956;a8016811@xtec.cat;Campllong;;259118
8016872;Escola Juan Salamero;c. dels Arbres, 17;937771561;a8016872@xtec.cat;Camós;;259123
8016914;Sagrat Cor;c. Hortes, 43;937772276;a8016914@xtec.cat;Sant Martí Vell;;DE07
8016926;Institut de Bruguers;c. Les Piles, 2-10;937772296;a8016926@xtec.cat;Palau de Santa Eulàlia;;430017
8016938;Escola Montcau;c. Sant Mateu, 34-38;937708567;a8016938@xtec.cat;Àger;;430038
8016941;Escola de Gironella;c. Molí, 48;933713042;a8016941@xtec.cat;Agramunt;;430056
8017025;FEDAC-Gironella;c. Milà i Pi, 29-31/Lluís Millet, s/n;933710504;a8017025@xtec.cat;Els Alamús;;430075
8017049;Escola Pereanton;c. Baronesa de Malda, 28-38;933716680;a8017049@xtec.cat;Alàs i Cerc;;430094
8017086;Escola Joan Solans;c. Caquis, 10;933710121;a8017086@xtec.cat;L'Albagés;;430108
8017104;Escola Ferrer i Guàrdia;c. Severo Ochoa, 1-13;933715970;a8017104@xtec.cat;Albatàrrec;;430115
8017116;Cervetó;c. Sant Mateu, 30-32;933710563;a8017116@xtec.cat;Albesa;;430120
8017131;Escola Pia de Granollers;ctra. de Manresa a Calaf, s/n;933717042;a8017131@xtec.cat;L'Albi;;430154
8017153;Jardí;c. de les escoles, s/n;933712539;a8017153@xtec.cat;Alcanó;;430173
8017232;Maria Anna Mogas;c. de Joan Maragall, s/n;938366079;a8017232@xtec.cat;Alcarràs;;430213
8017244;Educem;c. Pere Ballús, 5-7;938979327;a8017244@xtec.cat;Alcoletge;;430234
8017271;Escola Granullarius;rda. del Carril, 92;938495594;a8017271@xtec.cat;Alfarràs;;430271
8017311;Institut Antoni Cumella;c. Sant Joan, 31;938718177;a8017311@xtec.cat;Alfés;;430290
8017335;Escola Aqua Alba;c. Sant Pere, 114;938714297;a8017335@xtec.cat;Algerri;;430311
8017359;Escola Sant Llorenç;rbla.Pompeu Fabra,126-130(Apartat p.204;936620685;a8017359@xtec.cat;Alins;;430332
8017360;Escola L'Albiol - ZER Alt Berguedà;pl. de l'Església, 1;936620197;a8017360@xtec.cat;Almacelles;;430347
8017384;Escola Les Escoles;Camí de la Pava, 15;936381833;a8017384@xtec.cat;Alpicat;;430350
8017402;Escola Menéndez Pidal;c. Montflorit, 138;936620436;a8017402@xtec.cat;Gimenells i el Pla de la Font;;430363
8017426;Escola Bellvitge;av. de les Bòbiles, s/n;936331358;a8017426@xtec.cat;Naut Aran;;430385
8017438;Escola Pep Ventura;rbla. Pompeu Fabra, 184;936626353;a8017438@xtec.cat;Anglesola;;430398
8017451;Escola Pau Vila;c. Santa Teresa, 9;936380481;a8017451@xtec.cat;Arbeca;;430402
8017505;Escola Santiago Ramon y Cajal;c. Jaume I, 4;936623450;a8017505@xtec.cat;Artesa de Lleida;;430424
8017517;Norai;pg. Circumval·lació, 72;936620130;a8017517@xtec.cat;Artesa de Segre;;430430
8017530;Alpes;c. Miquel Martí i Pol, 22;936621639;a8017530@xtec.cat;La Sentiu de Sió;;430458
8017611;Pare Enric d'Ossó;av. Catalunya, 107;937790086;a8017611@xtec.cat;Les Avellanes i Santa Linya;;430461
8017633;Azorín;c. Sant Joan Baptista de la Salle, 2;938250953;a8017633@xtec.cat;Aitona;;430477
8017645;Alegre;c. Sant Cristòfol, 15;938250935;a8017645@xtec.cat;Balaguer;;430496
8017657;Casal dels Àngels;c. Espí i Grau, 3;938250426;a8017657@xtec.cat;Vallfogona de Balaguer;;430509
